offer_id,title,company_name,dominant_topic,topic_confidence,topic_label
364,Chef de projet WMS (H/F),E-KENT,0,0.7083333324948642,Ingénierie Cloud & Cybersécurité
365,Devops (H/F),E-KENT,7,0.5624999692718367,Product Management & Développement Java
366,Administrateur/Administratrice Linux (H/F),CAELIS,5,0.7083333314858158,Gestion de Projet & Développement
367,Administrateur/Administratrice Linux (H/F),CAELIS,5,0.7083333314858158,Gestion de Projet & Développement
368,Formateur consultant ERP (H/F),REYNOLDS AND REYNOLDS,3,0.5312469108099347,Direction Commerciale & Administration IT
369,Consultant SIRH Pléiades (H/F),Kent,0,0.125,Ingénierie Cloud & Cybersécurité
370,Administrateur as400 (H/F),ESPRITEK,5,0.562499996630201,Gestion de Projet & Développement
371,Administrateur as400 (H/F),ESPRITEK,5,0.562499996630201,Gestion de Projet & Développement
372,Technicien informatique systèmes et réseaux (H/F),LYNX RH SERVICES,5,0.824894420356503,Gestion de Projet & Développement
373,Technicien / Technicienne d'exploitation informatique       (H/F),GROUPE VITAL,4,0.5408868293987239,Gestion Commerciale & Qualité
374,Développeur / Développeuse informatique (H/F),SOC LOCATION MATERIEL COMPTABLE,3,0.5312516978082235,Direction Commerciale & Administration IT
377,Responsable Informatique Multi-Sites (h/f) (H/F),COMPAGNIE DE SAINT-GOBAIN,7,0.3750003712469622,Product Management & Développement Java
378,Développeur(euse) Full-stack F/H - DATACEND,DATACEND,1,0.6249972435594904,Consulting & Architecture IT
379,CONSULTANT FONCTIONNEL / CHEF DE PROJET GED & BPM - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,0,0.4250211510834066,Ingénierie Cloud & Cybersécurité
380,Directeur des Systèmes d'Information Indépendant H/F,Dsiactive,5,0.5312501820506591,Gestion de Projet & Développement
381,Développeur Backend Java Spring Boot & Microservices H/F,DAVRICOURT,3,0.7083333315491134,Direction Commerciale & Administration IT
382,Chef de Projet Sage X3 H/F,DAVRICOURT,0,0.781239185034945,Ingénierie Cloud & Cybersécurité
383,Administrateur Linux Debian H/F,Tuanis Conseil,5,0.562499996630201,Gestion de Projet & Développement
384,Architecte Système H/F,DAVRICOURT,5,0.37500236200232195,Gestion de Projet & Développement
385,Développeur Java - React H/F,Amiltone,3,0.7812499937406278,Direction Commerciale & Administration IT
388,Développeur Java - Angular H/F,Amiltone,3,0.7083333315491134,Direction Commerciale & Administration IT
389,Développeur C# .Net H/F,Amiltone,3,0.7083333287372642,Direction Commerciale & Administration IT
390,Data Engineer H/F,Amiltone,4,0.5624999983542897,Gestion Commerciale & Qualité
391,Ingénieur DevOps Cloud Azure H/F,Amiltone,7,0.7081586350484937,Product Management & Développement Java
392,Développeur PHP-Symfony H/F,Amiltone,3,0.708333325066716,Direction Commerciale & Administration IT
393,Développeur Windev H/F,Amiltone,3,0.7083333168047397,Direction Commerciale & Administration IT
394,E.Leclerc - RESPONSABLE INFORMATIQUE ADJOINT - H/F,OLIVET DISTRIBUTION,7,0.2812559822331874,Product Management & Développement Java
395,CHEF DE PROJET H/F,ALTITUDE RH,0,0.7083333324948642,Ingénierie Cloud & Cybersécurité
396,Technicien informatique en alternance H/F,ARINFO I-MAGINER,4,0.7082926324785324,Gestion Commerciale & Qualité
397,Technicien informatique en alternance H/F,ARINFO I-MAGINER,4,0.7082926324785324,Gestion Commerciale & Qualité
398,Administrateur systèmes et réseaux (H/F),Actual Talent Lyon Ingénierie,5,0.7812499989101145,Gestion de Projet & Développement
399,Technicien informatique en alternance H/F,ARINFO I-MAGINER,4,0.7082926324785324,Gestion Commerciale & Qualité
409,Responsable Informatique (H/F),Talents IT,7,0.3750003712469622,Product Management & Développement Java
410,"Concepteur, développeur PHP-C H/F",Hachette Livre Distribution,3,0.7812499925070427,Direction Commerciale & Administration IT
411,Chef de projet SI Distribution H/F,Hachette Livre Distribution,0,0.7083333324948642,Ingénierie Cloud & Cybersécurité
413,Consultant SAP F/H - Informatique de gestion (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,0,0.7080909482327393,Ingénierie Cloud & Cybersécurité
414,Chef de Projet ERP (Sage 100) F/H - Informatique de gestion (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,0,0.721323600457899,Ingénierie Cloud & Cybersécurité
415,Directeur Général Adjoint en Charge de la Finance et des Systèmes d'Informations H/F,Michael Page,5,0.35418755322618073,Gestion de Projet & Développement
416,Responsable Applications Groupe F/H - Informatique de gestion (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,5,0.4728433169338556,Gestion de Projet & Développement
417,Développeur(se) No-Code/Automatisation F/H - Informatique de gestion (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,0,0.5310664335146977,Ingénierie Cloud & Cybersécurité
418,Chef de Projet Déploiement SAP F/H - Informatique de gestion (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,0,0.8749275607882213,Ingénierie Cloud & Cybersécurité
419,Intégrateur Applicatif Métiers F/H - Informatique de gestion (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,6,0.520828000107483,Ingénierie R&D & Data Science
420,Responsable Sécurité des Systèmes d'Information H/F,Harry Hope,5,0.625000922128441,Gestion de Projet & Développement
421,Développeuse / Développeur Fullstack (Java / React) (H/F),Forums Talents Handicap,3,0.6875114292735144,Direction Commerciale & Administration IT
422,Ingénieure / Ingénieur Cloud DevOps expérimenté (H/F),Forums Talents Handicap,7,0.8249489618320824,Product Management & Développement Java
423,Développeur JAVA (H/F),Défi RH,3,0.7083333315491134,Direction Commerciale & Administration IT
424,Data Engineer H/F,JEMS,4,0.5624999983542897,Gestion Commerciale & Qualité
426,Développeur Full Stack (H/F),Défi RH,1,0.5312479316464263,Consulting & Architecture IT
428,Ingénieur .Net / Angular (H/F),ALTECA,3,0.37499695093712504,Direction Commerciale & Administration IT
429,Développeur Front React (H/F),Défi RH,3,0.5624999987212218,Direction Commerciale & Administration IT
430,Concepteur-Développeur Back-End (H/F),BIOCOOP SA,3,0.4250071032568022,Direction Commerciale & Administration IT
431,Analyste Développement Mainframe confirmé (H/F),ALTECA,7,0.37500045533396287,Product Management & Développement Java
432,Développeur Full Stack (H/F),Défi RH,1,0.5312479316464263,Consulting & Architecture IT
433,Ingénieur Système (H/F),Défi RH,5,0.3750000009528678,Gestion de Projet & Développement
434,Développeur (H/F),Défi RH,3,0.5624999987212218,Direction Commerciale & Administration IT
435,Ingénieur CyberSécurité (H/F),RADIALL S.A.,3,0.3749973529849618,Direction Commerciale & Administration IT
436,Développeur Full Stack (H/F),Défi RH,1,0.5312479316464263,Consulting & Architecture IT
437,INGENIEUR SI & SIG (H/F),PRONY RESOURCES NEW CALEDONIA,0,0.562499969313496,Ingénierie Cloud & Cybersécurité
438,Développeur Full Stack JAVA (H/F),Défi RH,3,0.4250041687774728,Direction Commerciale & Administration IT
440,Ingénieur Project Management Support - Défense - Versailles H/F,ECM (Direction Nord),5,0.42524832913676636,Gestion de Projet & Développement
441,Chef de projet AMOE SAP - Aéronautique - Saint Cloud (MKD42) (H/F),ECM (Direction Nord),0,0.37742557400519405,Ingénierie Cloud & Cybersécurité
444,Administrateur Servers et Storage - Aéronautique - H/F,ECM (Direction Nord),5,0.37501264194292755,Gestion de Projet & Développement
445,Chef de projet applicatif (H/F),FHF,0,0.5312582963018608,Ingénierie Cloud & Cybersécurité
447,Chef ou cheffe de projet adjoint signalisation ferroviaire et référent ou référente déploiement (H/F),SNCF,0,0.8905797528773702,Ingénierie Cloud & Cybersécurité
448,Chef de Projets Informatiques - MOA H/F,GROUPE MAUFFREY,0,0.8249354523906564,Ingénierie Cloud & Cybersécurité
452,Expert ou experte Maintenance Exploitation Informatique et Réseaux IP (H/F),SNCF,5,0.5207893685503249,Gestion de Projet & Développement
455,Développeur PHP/Symfony Confirmé (H/F) (CDI),NEXTEP HR,3,0.5624999987212218,Direction Commerciale & Administration IT
456,Analyste Développeur AS400 Confirmé H/F (CDI),MICHAEL PAGE,3,0.7083333305903677,Direction Commerciale & Administration IT
457,Responsable informatique Adjoint (H/F) (CDI),MANPOWER FRANCE,7,0.3750003712469622,Product Management & Développement Java
461,Ingénieur Poste de Travail H/F (CDI),CREDIT MUTUEL ARKEA SC,1,0.7083196148253077,Consulting & Architecture IT
462,Consultant(e) amoa bancaire f/h (CDI) (H/F),CGI,1,0.3750034640286932,Consulting & Architecture IT
463,Ingénieur(e) en cyber sécurité f/h (CDI) (H/F),CGI,5,0.37499844895936574,Gestion de Projet & Développement
465,Ingénieur(e) système linux / production bancaire f/h (CDI) (H/F),CGI,1,0.6874938894803163,Consulting & Architecture IT
467,Développeur WordPress - Enseignement - H/F (CDI),TalentsIT,3,0.5624999987212218,Direction Commerciale & Administration IT
468,Chef de Projet Electricité CFO CFA - Nantes (44... H/F (CDI),MICHAEL PAGE,4,0.5892048686015281,Gestion Commerciale & Qualité
469,Directeur des Systèmes d'Information - Saint-Avold H/F,Camo Groupe,5,0.5312501820506591,Gestion de Projet & Développement
470,Administrateur Système et Réseau H/F,Actual Talent,5,0.7812499989101145,Gestion de Projet & Développement
471,Ingénieur Structure H/F (CDI),MICHAEL PAGE,1,0.5624483000799058,Consulting & Architecture IT
473,Chargé d'Affaires Informatique H/F,Actual Talent,0,0.7080909486920306,Ingénierie Cloud & Cybersécurité
474,Ingénieur Etudes de Prix GC H/F (CDI),MICHAEL PAGE,1,0.7812435852665378,Consulting & Architecture IT
475,Chef de projet amoa h/f (CDI),NEXTEP HR,0,0.7812499906568556,Ingénierie Cloud & Cybersécurité
478,Chef de Projet Technique (H/F) (CDI),NEXTEP HR,0,0.5312529621461092,Ingénierie Cloud & Cybersécurité
479,Consultant(e) idmp - gouvernance des données r&d f/h (CDI) (H/F),CGI,2,0.7083333225665622,Data Analysis & Transformation Digitale
480,Chef de Projet - Réseaux de Chaleur H/F,NEO2,0,0.4250066368828966,Ingénierie Cloud & Cybersécurité
481,Ingénieur Etudes de Prix H/F (CDI),MICHAEL PAGE,1,0.7812435852665378,Consulting & Architecture IT
482,Responsable Pôle Etudes Electricité Nantes H/F (CDI),MICHAEL PAGE,6,0.3445803861132759,Ingénierie R&D & Data Science
483,Consultant(e) sap mdg f/h (CDI) (H/F),CGI,2,0.5624714113501116,Data Analysis & Transformation Digitale
486,Ingénieur Tests Logiciels / QA H/F (CDI),MICHAEL PAGE,0,0.5311576147454268,Ingénierie Cloud & Cybersécurité
488,Locataire-Gérant Stations-Service - Toulouse et... H/F (CDI),MICHAEL PAGE,6,0.3750294510898477,Ingénierie R&D & Data Science
489,Architecte Système H/F (CDI),SOGITEC,5,0.37500236200232195,Gestion de Projet & Développement
490,Administrateur Système et Réseau H/F,Actual Talent,5,0.7812499989101145,Gestion de Projet & Développement
491,Ingénieur Travaux VRD H/F (CDI),MICHAEL PAGE,1,0.781243586470002,Consulting & Architecture IT
492,Ingénieur Travaux/Réseaux Humides H/F (CDI),MICHAEL PAGE,1,0.5312401187656742,Consulting & Architecture IT
494,Ingénieur Data Expert Spark/Scala H/F (CDI),MICHAEL PAGE,3,0.5312501863493398,Direction Commerciale & Administration IT
495,Chef de projet intégration logicielle (H/F) (CDI),ACTUAL TALENT,0,0.8249682710541408,Ingénierie Cloud & Cybersécurité
496,Ingénieur Travaux VRD/Maîtrise d'Oeuvre H/F (CDI),MICHAEL PAGE,1,0.781243586470002,Consulting & Architecture IT
497,Chargé de mission système habilitable (H/F) (CDD),ACTUAL,5,0.3750056053930738,Gestion de Projet & Développement
498,Ingénieur gestion des exigences et configuration logiciel H/F  (H/F) (CDI),ASTEK,0,0.5311622991223055,Ingénierie Cloud & Cybersécurité
499,Consultant(e) Editique GED F/H (CDI) (H/F),CGI,5,0.5624999357574993,Gestion de Projet & Développement
500,Développeur logiciel 3D Simulateurs de Vol (H/F) (CDI),SOGITEC,3,0.7082168105391866,Direction Commerciale & Administration IT
501,Architecte IT Sécurité Informatique (H/F) (CDI),SOGITEC,5,0.5310731773498062,Gestion de Projet & Développement
502,Ingénieur Avant-Vente GED H/F (CDI),TALENTS BUSINESS,5,0.37498612569920625,Gestion de Projet & Développement
503,Ingénieur Travaux - Travaux Spéciaux H/F (CDI),MICHAEL PAGE,1,0.8249962727766225,Consulting & Architecture IT
504,Training Center Manager H/F (CDI),SOGITEC,6,0.5624999958139204,Ingénierie R&D & Data Science
505,Responsable sécurité-sûreté Cadre - Mulhouse (68) H/F (CDI),ACTUAL TALENT,7,0.5312446093850846,Product Management & Développement Java
506,Architecte solutions-si bancaire f/h (CDI) (H/F),CGI,7,0.531268773630662,Product Management & Développement Java
507,Chef de Projet Informatique H/F (CDI),MICHAEL PAGE,0,0.7811379079893594,Ingénierie Cloud & Cybersécurité
508,Développeur(se) intégration et flux de données f/h (CDI) (H/F),CGI,2,0.28126836181991016,Data Analysis & Transformation Digitale
509,Consultant(e) pmo f/h (CDI) (H/F),CGI,3,0.56249995870298,Direction Commerciale & Administration IT
511,Chargé d'Affaires Hydraulique/Assainissement H/F (CDI),MICHAEL PAGE,0,0.7083333124707111,Ingénierie Cloud & Cybersécurité
512,Chef de Projet Electricité Rennes H/F (CDI),MICHAEL PAGE,0,0.5312621939534536,Ingénierie Cloud & Cybersécurité
513,Ingénieur système embarqué H/F (Indépendant / Freelance),Mon Consultant Indépendant,5,0.28125816947872834,Gestion de Projet & Développement
515,Senior IT Auditor H/F,Alliance Automotive Group,0,0.125,Ingénierie Cloud & Cybersécurité
516,Ingénieur Avant Vente Electrique H/F,Expectra,0,0.3749937672563908,Ingénierie Cloud & Cybersécurité
517,Directeur d'Activité Infrastructures/Aménagemen... H/F (CDI),MICHAEL PAGE,7,0.531242639808189,Product Management & Développement Java
518,Evaluateur systèmes logiciels (ISA)  (H/F) (CDI),ASTEK,5,0.37500716864575306,Gestion de Projet & Développement
519,Consultant(e) cybersécurité grc f/h (CDI) (H/F),CGI,3,0.5624999863240661,Direction Commerciale & Administration IT
520,Responsable étude architecture fonctionnelle nouveaux effecteurs F/H (CDI) (H/F),MBDA,5,0.42499788416892526,Gestion de Projet & Développement
522,Expert Cybersécurité Confirmé (H/F) (CDI),NEXTEP HR,3,0.7083333276544806,Direction Commerciale & Administration IT
523,Chef de projet systèmes (H/F) (Indépendant / Freelance),ACTUAL TALENT,0,0.6249989562910415,Ingénierie Cloud & Cybersécurité
524,Responsable des Systèmes d'Information H/F (CDI),MICHAEL PAGE,5,0.5312506189996807,Gestion de Projet & Développement
526,Lead Data Science and AI H/F (CDI),KAINO CONSULTING,0,0.125,Ingénierie Cloud & Cybersécurité
528,Spécialiste Conception et Développement de Simulations de Performance F/H (CDI) (H/F),MBDA,7,0.7812499872186657,Product Management & Développement Java
529,Architecte - Directeur de projets F/H (CDI) (H/F),AIA LIFE DESIGNERS,4,0.2812519238378291,Gestion Commerciale & Qualité
530,Développeur(se) fullstack java - services financiers f/h (CDI) (H/F),CGI,6,0.5208331743044982,Ingénierie R&D & Data Science
531,Consultant scientifique: Innovation/R&D(H/F) (CDI),TalentsIT,2,0.5624999748417101,Data Analysis & Transformation Digitale
532,Consultant(e) moa - services financiers f/h (CDI) (H/F),CGI,6,0.5313032607807708,Ingénierie R&D & Data Science
533,Lead Data Governance H/F (CDI),KAINO CONSULTING,6,0.56249999471216,Ingénierie R&D & Data Science
534,Ingénieur Systèmes et Réseaux Confirmé (H/F) (CDI),NEXTEP HR,5,0.531250394840695,Gestion de Projet & Développement
535,Leader technique data f/h (CDI) (H/F),CGI,5,0.562499990859584,Gestion de Projet & Développement
536,Spécialiste Support Logiciel - Environnement de développement F/H (CDI) (H/F),MBDA,7,0.6874886880368457,Product Management & Développement Java
537,Ingénieur Soutien Logistique Intégré (SLI) H/F (CDI),MICHAEL PAGE,1,0.7083196011046533,Consulting & Architecture IT
540,Adjoint expert maintenance industrielle H/F (CDI),LEA Recrutement,2,0.2812585789288724,Data Analysis & Transformation Digitale
541,Consultant sirh paie (h/f) (CDI),PAY JOB,2,0.5624444459350585,Data Analysis & Transformation Digitale
542,Assistant de projet 2 - Architecte F/H (CDD) (H/F),AIA LIFE DESIGNERS,0,0.28125142605577635,Ingénierie Cloud & Cybersécurité
543,Ingénieur développement de simulations numériques H/F (CDI),MBDA,7,0.5311385365891383,Product Management & Développement Java
545,Tech lead java f/h (CDI) (H/F),CGI,6,0.37500032037899583,Ingénierie R&D & Data Science
546,Ingénieur Logiciel C++ Jumeau Numérique (H/F) (CDI),TalentsIT,0,0.5311591818582316,Ingénierie Cloud & Cybersécurité
547,Architecte cloud aws / gcp f/h (CDI) (H/F),CGI,7,0.7083041442590018,Product Management & Développement Java
548,DevOps Confirmé (H/F) (CDI),NEXTEP HR,7,0.5624999692718367,Product Management & Développement Java
549,Chef de Projets H/F (CDI),PONTICELLI FRERES,0,0.7083333324948642,Ingénierie Cloud & Cybersécurité
550,Administrateur Systèmes et Réseaux Confirmé (H/F) (CDI),NEXTEP HR,5,0.7812499989101145,Gestion de Projet & Développement
551,Ingénieur Procédés - Polymères (PP) F/H/X - Har... (CDI) (H/F),TOTALENERGIES,0,0.3749903758138016,Ingénierie Cloud & Cybersécurité
552,Chef de projet it supply f/h (CDI) (H/F),ROBERT HALF SA,0,0.7812499938946675,Ingénierie Cloud & Cybersécurité
553,Inspecteur Qualité Assemblage  H/F (Intérim),CRIT DR BRETAGNE,7,0.3750084029226984,Product Management & Développement Java
555,Ingenieur avant - vente (h/f) (Intérim),GROUPE SOFITEX,0,0.7812499855796152,Ingénierie Cloud & Cybersécurité
556,Administrateur Systèmes et Réseaux H/F,Michael Page,5,0.7812499989101145,Gestion de Projet & Développement
557,Chef de projets (H/F) (CDI),Talents Industrie,0,0.7083333324948642,Ingénierie Cloud & Cybersécurité
558,Architecte Si H/F,Team.is,7,0.5624999903979072,Product Management & Développement Java
560,Responsable du Service Cybersécurité H/F,Team.is,6,0.2812531917352818,Ingénierie R&D & Data Science
561,Gestionnaire de parc informatique (H/F)," HETIC 3
                ",2,0.531247738890719,Data Analysis & Transformation Digitale
562,Consultant / Consultante décisionnel - Business Intelligence (H/F)," HETIC 3
                ",4,0.3750141515948718,Gestion Commerciale & Qualité
563,Expert Paie et Chef de Projet SIRH (H/F),Fed Group,0,0.6249219430386204,Ingénierie Cloud & Cybersécurité
566,Chef de Projet MOA(H/F),Capitole Finance,0,0.7812499888237137,Ingénierie Cloud & Cybersécurité
567,"CONSULTANT SUPPORT APPLICATIF F/H - Exploitation, maintenance informatique (H/F)",INFOBAM,1,0.5206620771262793,Consulting & Architecture IT
568,Administrateur systèmes - Windows (H/F),Adsearch,5,0.7083333319080096,Gestion de Projet & Développement
569,Administrateur réseaux (H/F),Adsearch,5,0.37500046448168056,Gestion de Projet & Développement
570,(H/F) Développeur ASP.Net Core expérimenté,Adsearch,3,0.7083333287372642,Direction Commerciale & Administration IT
571,Technicien téléphonie itinérant (H/F),Adsearch,4,0.7083158043847082,Gestion Commerciale & Qualité
572,CHEF DE PROJET BACH/FITIERS - H/F,Banque de France,0,0.7083333324948642,Ingénierie Cloud & Cybersécurité
573,Référent transition digitale (H/F),Adsearch,0,0.7812499832423575,Ingénierie Cloud & Cybersécurité
574,IAM Tech Lead H/F,Groupama,6,0.56249999471216,Ingénierie R&D & Data Science
575,Développeur .NET React H/F,Adsearch,3,0.7812499924165501,Direction Commerciale & Administration IT
576,Ingénieur Systèmes et Réseaux (H/F),Adsearch,5,0.531250394840695,Gestion de Projet & Développement
577,Technicien systèmes et réseaux sénior (H/F),Adsearch,5,0.7811903276554629,Gestion de Projet & Développement
578,Ingénieur de production informatique - Linux (H/F),Adsearch,1,0.624992405122789,Consulting & Architecture IT
579,Consultant fonctionnel Microsoft Business Central (H/F),Adsearch,4,0.8249999919871498,Gestion Commerciale & Qualité
580,Technicien télécoms / appels malades itinérant (H/F),Adsearch,4,0.7812418383829863,Gestion Commerciale & Qualité
581,Technicien de maintenance des systèmes de sûreté électronique & vidéosurveillance (H/F),Adsearch,4,0.5035530784919381,Gestion Commerciale & Qualité
583,Chef de projet d'exploitation informatique - Delivery Manager Système (H/F),Manpower,5,0.3750894708208949,Gestion de Projet & Développement
584,Administrateur / Administratrice Base de données (H/F),Forums Talents Handicap,2,0.375000075400791,Data Analysis & Transformation Digitale
587,Architecte Data (H/F),Forums Talents Handicap,7,0.5624999903979072,Product Management & Développement Java
589,Administrateur Base de Données (H/F),Forums Talents Handicap,2,0.375000075400791,Data Analysis & Transformation Digitale
591,IT Business Analyst Payment (H/F),Forums Talents Handicap,7,0.5624999964529764,Product Management & Développement Java
592,IT Business Analyst Retail Banking / Leasing (H/F),Forums Talents Handicap,7,0.7083333219654598,Product Management & Développement Java
593,Administrateur Oracle /X (H/F),Forums Talents Handicap,5,0.562499996630201,Gestion de Projet & Développement
594,IT BUSINESS ANALYST (H/F),Forums Talents Handicap,7,0.5624999964529764,Product Management & Développement Java
595,Développeur/se – Java Fullstack - Services Financiers - Nantes (H/F),Forums Talents Handicap,6,0.5892843973826143,Ingénierie R&D & Data Science
596,Développeur/se Senior Full Stack - Services financiers - Brest (H/F),Forums Talents Handicap,6,0.42500723971191495,Ingénierie R&D & Data Science
597,Business Analyst IT - Services Financiers- Brest (H/F),Forums Talents Handicap,6,0.37500068201298514,Ingénierie R&D & Data Science
599,IT Business Analyst Banking CIB (H/F),Forums Talents Handicap,7,0.5624999964529764,Product Management & Développement Java
600,Développeur/se Senior Java - Services Financiers – Lyon (H/F),Forums Talents Handicap,6,0.3541789191696434,Ingénierie R&D & Data Science
601,Ingénieur / Ingénieure DevOps - Openshift (H/F),Forums Talents Handicap,7,0.7081586578919373,Product Management & Développement Java
602,Développeur/se – Fullstack Java/Angular - Services Financiers - Lyon (H/F),Forums Talents Handicap,6,0.3906408427274448,Ingénierie R&D & Data Science
603,Project manager IT (H/F),Forums Talents Handicap,0,0.125,Ingénierie Cloud & Cybersécurité
604,Senior Data Engineer (H/F),Forums Talents Handicap,4,0.5624999983542897,Gestion Commerciale & Qualité
605,Business Analyst IT (H/F),Forums Talents Handicap,7,0.5624999964529764,Product Management & Développement Java
606,Consultant ERP Industrie expert- (H/F),Forums Talents Handicap,3,0.708333325226266,Direction Commerciale & Administration IT
607,ADMINISTRATEUR SYSTEMES ET RESEAUX (H/F),Expectra,6,0.5312470798623917,Ingénierie R&D & Data Science
608,GESTIONNAIRE BASE DE DONNÉES H/F,Mr.Bricolage,2,0.7812499961286142,Data Analysis & Transformation Digitale
609,Développeur Full Stack PHP - F/H,SIEGE GROUPE BIGARD,3,0.4250009826668004,Direction Commerciale & Administration IT
610,Développeur Full Stack JAVA - F/H,SIEGE GROUPE BIGARD,3,0.4250041687774728,Direction Commerciale & Administration IT
611,Développeur Full-Stack Confirmé H/F,MENLOG,1,0.5312479316464263,Consulting & Architecture IT
612,Ingénieur DevOps (H/F),NEXTGEN RH,7,0.7081586183825718,Product Management & Développement Java
614,Ingénieur Développeur Full Stack JavaScript / React / Laravel (F/H) ,ALTECA,1,0.5208341299034163,Consulting & Architecture IT
615,Consultant Transformation SI (H/F),NEXTGEN RH,4,0.7083333288805663,Gestion Commerciale & Qualité
616,Ingénieur Azure Active Directory (H/F),GROUPE ATLANTIC SYNERGY - Société en Nom Collectif,1,0.5624483000799058,Consulting & Architecture IT
618,Développeur Qt C++ Confirmé H/F,MENLOG,3,0.5624999987212218,Direction Commerciale & Administration IT
619,Développeur logiciel 3D Simulateurs de Vol (H/F),SOGITEC,3,0.7082168105391866,Direction Commerciale & Administration IT
620,Consultant Solution Dématérialisation H/F,Dimo Software,7,0.5624999697743592,Product Management & Développement Java
